protein_id,keywords,cluster
NC_044951.1_71,hypothetical protein,PC_907
NC_044954.1_77,hypothetical protein,PC_907
NC_044944.1_81,BA71V-C475L,PC_907
NC_044945.1_81,BA71V-C475L,PC_907
NC_044946.1_78,BA71V-C475L,PC_907
NC_044941.1_83,pB475L,PC_908
NC_044948.1_97,hypothetical protein,PC_908
NC_044953.1_90,pB475L,PC_908
NC_044950.1_88,pB475L,PC_908
NC_044949.1_85,hypothetical protein,PC_908
NC_044952.1_85,pB475L,PC_908
NC_044951.1_82,pB475L,PC_908
NC_044946.1_89,BA71V-B475L,PC_908
NC_044954.1_88,BA71V-B475L,PC_908
NC_044944.1_92,BA71V-B475L,PC_908
NC_044945.1_92,BA71V-B475L,PC_908
NC_044941.1_100,pCP312R,PC_909
NC_044948.1_117,pCP312R,PC_909
NC_044943.1_90,pCP312R,PC_909
NC_044950.1_105,pCP312R,PC_909
NC_044952.1_102,pCP312R,PC_909
NC_044949.1_102,pCP312R,PC_909
NC_044951.1_99,pCP312R,PC_909
NC_044954.1_105,pCP312R,PC_909
NC_044945.1_110,BA71V-CP312R,PC_909
NC_044946.1_107,BA71V-CP312R,PC_909
NC_044944.1_110,BA71V-CP312R,PC_909
NC_044941.1_115,pD345L,PC_910
NC_044953.1_122,hypothetical protein,PC_910
NC_044948.1_132,hypothetical protein,PC_910
NC_044949.1_116,hypothetical protein,PC_910
NC_044951.1_113,hypothetical protein,PC_910
NC_044952.1_117,hypothetical protein,PC_910
NC_044950.1_120,hypothetical protein,PC_910
NC_044954.1_120,"BA71V-D345L (i3L, i4L)",PC_910
NC_044946.1_120,"BA71V-D345L (i3L, i4L)",PC_910
NC_044945.1_123,"BA71V-D345L (i3L, i4L)",PC_910
NC_044944.1_125,"BA71V-D345L (i3L, i4L)",PC_910
NC_044941.1_125,pH240R,PC_911
NC_044953.1_132,pH240R,PC_911
NC_044948.1_142,hypothetical protein,PC_911
NC_044951.1_123,pH240R,PC_911
NC_044952.1_127,pH240R,PC_911
NC_044949.1_126,pH240R,PC_911
NC_044950.1_130,pH240R,PC_911
NC_044954.1_130,pH240R,PC_911
NC_044944.1_135,BA71V-H240R (j7R),PC_911
NC_044946.1_130,BA71V-H240R (j7R),PC_911
NC_044945.1_133,BA71V-H240R (j7R),PC_911
NC_044941.1_128,helicase,PC_912
NC_044953.1_135,helicase,PC_912
NC_044950.1_133,helicase,PC_912
NC_044952.1_130,helicase,PC_912
NC_044949.1_129,helicase,PC_912
NC_044948.1_145,hypothetical protein,PC_912
NC_044951.1_126,helicase,PC_912
NC_044945.1_136,BA71V-QP509L,PC_912
NC_044954.1_133,BA71V-QP509L,PC_912
NC_044944.1_138,BA71V-QP509L,PC_912
NC_044946.1_133,BA71V-QP509L,PC_912
NC_044941.1_132,pE423R,PC_913
NC_044953.1_139,hypothetical protein,PC_913
NC_044952.1_134,hypothetical protein,PC_913
NC_044948.1_149,hypothetical protein,PC_913
NC_044950.1_137,hypothetical protein,PC_913
NC_044949.1_133,hypothetical protein,PC_913
NC_044951.1_130,hypothetical protein,PC_913
NC_044954.1_137,hypothetical protein,PC_913
NC_044944.1_142,BA71V-E423R (j14R),PC_913
NC_044945.1_140,BA71V-E423R (j14R),PC_913
NC_044946.1_137,BA71V-E423R (j14R),PC_913
NC_044941.1_138,structural protein p14.5,PC_914
NC_044953.1_145,structural protein p14.5,PC_914
NC_001659.2_129,structural protein p14.5,PC_914
NC_044943.1_128,structural protein p14.5,PC_914
NC_044952.1_140,structural protein p14.5,PC_914
NC_044950.1_143,hypothetical protein,PC_914
NC_044948.1_155,hypothetical protein,PC_914
NC_044949.1_139,hypothetical protein,PC_914
NC_044954.1_143,hypothetical protein,PC_914
NC_044944.1_148,BA71V-E120R (p14.5),PC_914
NC_044951.1_136,hypothetical protein,PC_914
NC_044941.1_139,AP endonuclease class II,PC_915
NC_044947.1_142,EP296R,PC_915
NC_044952.1_141,AP endonuclease class II,PC_915
NC_044953.1_146,AP endonuclease class II,PC_915
NC_044951.1_137,hypothetical protein,PC_915
NC_044959.2_142,hypothetical protein,PC_915
NC_044954.1_144,AP endonuclease class II,PC_915
NC_044945.1_147,BA71V-E296R (k4R),PC_915
NC_044946.1_144,BA71V-E296R (k4R),PC_915
NC_044944.1_149,BA71V-E296R (k4R),PC_915
NC_044948.1_156,hypothetical protein,PC_915
NC_044941.1_152,pMGF 100-3L,PC_916
NC_044953.1_159,pMGF 100-3L,PC_916
NC_044949.1_153,pMGF 100-3L,PC_916
NC_044950.1_158,pMGF 100-3L,PC_916
NC_044951.1_150,pMGF 100-3L,PC_916
NC_044952.1_154,pMGF 100-3L,PC_916
NC_044946.1_157,MGF 100-3L,PC_916
NC_044945.1_161,MGF 100-3L,PC_916
NC_044944.1_163,MGF 100-3L,PC_916
NC_044954.1_157,MGF 100-3L,PC_916
NC_044948.1_170,hypothetical protein,PC_916
NC_044941.1_153,pI7L,PC_917
NC_044952.1_155,hypothetical protein,PC_917
NC_044949.1_154,hypothetical protein,PC_917
NC_044951.1_151,pI7L,PC_917
NC_044950.1_159,hypothetical protein,PC_917
NC_044944.1_164,I7L,PC_917
NC_044946.1_158,I7L,PC_917
NC_044954.1_158,I7L,PC_917
NC_044944.1_165,I8L,PC_917
NC_044954.1_160,I8L,PC_917
NC_044941.1_154,hypothetical protein,PC_917
NC_044941.1_155,pI9R,PC_918
NC_044942.1_153,pBA71-M98R,PC_918
NC_044953.1_162,pBA71-M98R,PC_918
NC_044951.1_153,hypothetical protein,PC_918
NC_044952.1_157,hypothetical protein,PC_918
NC_044948.1_173,hypothetical protein,PC_918
NC_044950.1_161,hypothetical protein,PC_918
NC_044954.1_161,I9R,PC_918
NC_044946.1_160,I9R,PC_918
NC_044944.1_166,I9R,PC_918
NC_044945.1_164,I9R,PC_918
NC_043129.1_9,hypothetical protein,PC_919
NC_014767.1_84,hypothetical protein,PC_919
NC_028091.1_74,hypothetical protein,PC_919
NC_028093.1_72,hypothetical protein,PC_919
NC_020852.1_193,hypothetical protein,PC_919
NC_020864.1_154,hypothetical protein,PC_919
NC_014766.1_81,hypothetical protein,PC_919
NC_013288.1_80,hypothetical protein,PC_919
NC_010191.2_74,hypothetical protein,PC_919
NC_028092.1_83,hypothetical protein,PC_919
NC_014765.1_67,hypothetical protein,PC_919
NC_043129.1_10,hypothetical protein,PC_920
NC_028092.1_84,hypothetical protein,PC_920
NC_014767.1_85,hypothetical protein,PC_920
NC_028093.1_73,hypothetical protein,PC_920
NC_028091.1_75,hypothetical protein,PC_920
NC_020864.1_153,hypothetical protein,PC_920
NC_014765.1_68,hypothetical protein,PC_920
NC_037057.1_58,hypothetical protein,PC_920
NC_028108.1_126,putative NUDIX hydrolase,PC_920
NC_028112.1_143,hypothetical protein,PC_920
NC_028110.1_33,putative NUDIX hydrolase,PC_920
NC_043129.1_11,hypothetical protein,PC_921
NC_028093.1_74,hypothetical protein,PC_921
NC_014767.1_86,hypothetical protein,PC_921
NC_013288.1_82,hypothetical protein,PC_921
NC_028092.1_85,hypothetical protein,PC_921
NC_014765.1_69,hypothetical protein,PC_921
NC_020864.1_152,hypothetical protein,PC_921
NC_037057.1_59,hypothetical protein,PC_921
NC_028091.1_76,hypothetical protein,PC_921
NC_020852.1_191,hypothetical protein,PC_921
NC_014789.1_76,hypothetical protein,PC_921
NC_043129.1_32,hypothetical protein,PC_922
NC_014767.1_107,hypothetical protein,PC_922
NC_028091.1_102,hypothetical protein,PC_922
NC_028093.1_101,hypothetical protein,PC_922
NC_014766.1_110,hypothetical protein,PC_922
NC_014765.1_98,hypothetical protein,PC_922
NC_028092.1_109,hypothetical protein,PC_922
NC_020864.1_129,hypothetical protein,PC_922
NC_028110.1_39,hypothetical protein,PC_922
NC_028112.1_136,hypothetical protein,PC_922
NC_028108.1_120,hypothetical protein,PC_922
NC_043129.1_54,hypothetical protein,PC_923
NC_014767.1_132,hypothetical protein,PC_923
NC_028091.1_126,hypothetical protein,PC_923
NC_028092.1_127,hypothetical protein,PC_923
NC_014766.1_161,hypothetical protein,PC_923
NC_013288.1_124,hypothetical protein,PC_923
NC_028093.1_149,hypothetical protein,PC_923
NC_020864.1_115,hypothetical protein,PC_923
NC_014789.1_122,hypothetical protein,PC_923
NC_037057.1_96,hypothetical protein,PC_923
NC_014765.1_127,hypothetical protein,PC_923
NC_043129.1_63,hypothetical protein,PC_924
NC_014767.1_143,hypothetical protein,PC_924
NC_010191.2_137,putative 33 kDa in vitro translation peptide,PC_924
NC_028092.1_141,hypothetical protein,PC_924
NC_013288.1_138,hypothetical protein,PC_924
NC_028093.1_139,hypothetical protein,PC_924
NC_020852.1_130,hypothetical protein,PC_924
NC_028091.1_139,hypothetical protein,PC_924
NC_014765.1_140,hypothetical protein,PC_924
NC_020864.1_103,hypothetical protein,PC_924
NC_020864.1_102,hypothetical protein,PC_924
NC_014789.1_142,hypothetical protein,PC_925
NC_043129.1_72,hypothetical protein,PC_925
NC_014767.1_152,hypothetical protein,PC_925
NC_028093.1_129,hypothetical protein,PC_925
NC_014766.1_139,hypothetical protein,PC_925
NC_028091.1_149,hypothetical protein,PC_925
NC_013288.1_148,hypothetical protein,PC_925
NC_010191.2_148,hypothetical protein,PC_925
NC_028092.1_152,hypothetical protein,PC_925
NC_020864.1_91,hypothetical protein,PC_925
NC_014765.1_151,hypothetical protein,PC_925
NC_043129.1_103,hypothetical protein,PC_926
NC_028091.1_188,hypothetical protein,PC_926
NC_014789.1_175,hypothetical protein,PC_926
NC_020852.1_87,hypothetical protein,PC_926
NC_014766.1_185,hypothetical protein,PC_926
NC_028093.1_170,hypothetical protein,PC_926
NC_010191.2_181,hypothetical protein,PC_926
NC_013288.1_181,hypothetical protein,PC_926
NC_028092.1_185,hypothetical protein,PC_926
NC_014765.1_177,hypothetical protein,PC_926
NC_028094.1_245,putative AHH-like nuclease,PC_926
NC_043129.1_105,hypothetical protein,PC_927
NC_014767.1_185,hypothetical protein,PC_927
NC_020864.1_174,hypothetical protein,PC_927
NC_020852.1_85,hypothetical protein,PC_927
NC_028093.1_172,hypothetical protein,PC_927
NC_010191.2_183,hypothetical protein,PC_927
NC_028092.1_187,hypothetical protein,PC_927
NC_028091.1_190,hypothetical protein,PC_927
NC_014789.1_177,hypothetical protein,PC_927
NC_014766.1_187,hypothetical protein,PC_927
NC_013288.1_183,hypothetical protein,PC_927
NC_043129.1_110,ATP-dependent DNA ligase,PC_928
NC_028092.1_190,ATP-dependent DNA ligase,PC_928
NC_013288.1_188,ATP-dependent DNA ligase,PC_928
NC_014766.1_191,ATP-dependent DNA ligase,PC_928
NC_014789.1_182,ATP-dependent DNA ligase,PC_928
NC_028091.1_197,ATP-dependent DNA ligase,PC_928
NC_014767.1_189,ATP-dependent DNA ligase,PC_928
NC_028093.1_177,ATP-dependent DNA ligase,PC_928
NC_020852.1_80,ATP-dependent DNA ligase,PC_928
NC_020864.1_175,ATP-dependent DNA ligase,PC_928
NC_014765.1_186,ATP-dependent DNA ligase,PC_928
NC_043129.1_125,hypothetical protein,PC_929
NC_014767.1_221,hypothetical protein,PC_929
NC_020864.1_210,hypothetical protein,PC_929
NC_028091.1_224,hypothetical protein,PC_929
NC_028093.1_204,hypothetical protein,PC_929
NC_014766.1_217,hypothetical protein,PC_929
NC_010191.2_208,hypothetical protein,PC_929
NC_020852.1_51,predicted host protein,PC_929
NC_028092.1_213,hypothetical protein,PC_929
NC_013288.1_209,hypothetical protein,PC_929
NC_014765.1_215,hypothetical protein,PC_929
NC_043129.1_147,hypothetical protein,PC_930
NC_014767.1_198,hypothetical protein,PC_930
NC_028091.1_209,hypothetical protein,PC_930
NC_020852.1_65,hypothetical protein,PC_930
NC_014766.1_204,hypothetical protein,PC_930
NC_020864.1_182,hypothetical protein,PC_930
NC_028093.1_188,hypothetical protein,PC_930
NC_010191.2_198,hypothetical protein,PC_930
NC_028092.1_202,hypothetical protein,PC_930
NC_013288.1_198,hypothetical protein,PC_930
NC_037057.1_16,hypothetical protein,PC_930
NC_014767.1_68,hypothetical protein,PC_931
NC_043129.1_247,hypothetical protein,PC_931
NC_020864.1_53,hypothetical protein,PC_931
NC_028093.1_60,hypothetical protein,PC_931
NC_013288.1_67,hypothetical protein,PC_931
NC_028092.1_73,hypothetical protein,PC_931
NC_010191.2_63,hypothetical protein,PC_931
NC_028091.1_62,hypothetical protein,PC_931
NC_014789.1_62,major capsid protein,PC_931
NC_020852.1_205,major capsid protein,PC_931
NC_020852.1_206,hypothetical protein,PC_931
NC_043129.1_167,hypothetical protein,PC_932
NC_014767.1_241,hypothetical protein,PC_932
NC_020864.1_248,hypothetical protein,PC_932
NC_020852.1_22,hypothetical protein,PC_932
NC_028091.1_257,hypothetical protein,PC_932
NC_028093.1_231,hypothetical protein,PC_932
NC_014766.1_243,hypothetical protein,PC_932
NC_028092.1_238,hypothetical protein,PC_932
NC_010191.2_232,hypothetical protein,PC_932
NC_013288.1_234,hypothetical protein,PC_932
NC_037057.1_180,hypothetical protein,PC_932
NC_043129.1_175,hypothetical protein,PC_933
NC_028092.1_248,hypothetical protein,PC_933
NC_010191.2_242,hypothetical protein,PC_933
NC_013288.1_244,hypothetical protein,PC_933
NC_043129.1_181,hypothetical protein,PC_933
NC_014767.1_254,hypothetical protein,PC_933
NC_020852.1_5,hypothetical protein,PC_933
NC_014766.1_259,hypothetical protein,PC_933
NC_028091.1_272,hypothetical protein,PC_933
NC_028093.1_245,hypothetical protein,PC_933
NC_014765.1_218,hypothetical protein,PC_933
NC_043129.1_186,hypothetical protein,PC_934
NC_014766.1_5,hypothetical protein,PC_934
NC_014789.1_257,hypothetical protein,PC_934
NC_028091.1_2,hypothetical protein,PC_934
NC_028093.1_2,hypothetical protein,PC_934
NC_020852.1_268,hypothetical protein,PC_934
NC_037057.1_190,hypothetical protein,PC_934
NC_028092.1_249,hypothetical protein,PC_934
NC_013288.1_1,hypothetical protein,PC_934
NC_010191.2_243,hypothetical protein,PC_934
NC_020852.1_1,hypothetical protein,PC_934
NC_043129.1_208,hypothetical protein,PC_935
NC_014767.1_19,hypothetical protein,PC_935
NC_014766.1_25,hypothetical protein,PC_935
NC_028093.1_14,hypothetical protein,PC_935
NC_028091.1_18,hypothetical protein,PC_935
NC_020852.1_254,hypothetical protein,PC_935
NC_014789.1_14,hypothetical protein,PC_935
NC_010191.2_17,hypothetical protein,PC_935
NC_013288.1_19,hypothetical protein,PC_935
NC_028092.1_23,hypothetical protein,PC_935
NC_014765.1_16,hypothetical protein,PC_935
NC_043129.1_212,phosphoheptose isomerase,PC_936
NC_014767.1_23,hypothetical protein,PC_936
NC_014789.1_18,hypothetical protein,PC_936
NC_028093.1_19,hypothetical protein,PC_936
NC_028091.1_22,hypothetical protein,PC_936
NC_013288.1_24,hypothetical protein,PC_936
NC_028092.1_28,hypothetical protein,PC_936
NC_010191.2_22,hypothetical protein,PC_936
NC_037057.1_159,hypothetical protein,PC_936
NC_014765.1_21,hypothetical protein,PC_936
NC_020864.1_23,hypothetical protein,PC_936
NC_043129.1_218,hypothetical protein,PC_937
NC_014767.1_29,hypothetical protein,PC_937
NC_020864.1_29,hypothetical protein,PC_937
NC_028093.1_26,hypothetical protein,PC_937
NC_028092.1_34,hypothetical protein,PC_937
NC_014766.1_37,hypothetical protein,PC_937
NC_010191.2_28,hypothetical protein,PC_937
NC_028091.1_28,hypothetical protein,PC_937
NC_014789.1_24,hypothetical protein,PC_937
NC_020852.1_244,hypothetical protein,PC_937
NC_014765.1_26,hypothetical protein,PC_937
NC_043129.1_220,hypothetical protein,PC_938
NC_014767.1_31,hypothetical protein,PC_938
NC_028092.1_36,hypothetical protein,PC_938
NC_028091.1_30,hypothetical protein,PC_938
NC_013288.1_32,hypothetical protein,PC_938
NC_014766.1_39,hypothetical protein,PC_938
NC_028093.1_28,hypothetical protein,PC_938
NC_010191.2_30,hypothetical protein,PC_938
NC_020852.1_242,hypothetical protein,PC_938
NC_014789.1_26,hypothetical protein,PC_938
NC_037057.1_37,hypothetical protein,PC_938
NC_043129.1_228,hypothetical protein,PC_939
NC_014767.1_41,hypothetical protein,PC_939
NC_014765.1_31,hypothetical protein,PC_939
NC_020864.1_33,hypothetical protein,PC_939
NC_020852.1_239,hypothetical protein,PC_939
NC_028093.1_31,hypothetical protein,PC_939
NC_014789.1_29,"putative glycosyl transferase, group 2 family protein",PC_939
NC_028092.1_39,hypothetical protein,PC_939
NC_028091.1_33,hypothetical protein,PC_939
NC_014766.1_42,hypothetical protein,PC_939
NC_014767.1_33,hypothetical protein,PC_939
NC_043129.1_232,hypothetical protein,PC_940
NC_014767.1_50,hypothetical protein,PC_940
NC_020864.1_37,hypothetical protein,PC_940
NC_028091.1_45,hypothetical protein,PC_940
NC_028093.1_43,hypothetical protein,PC_940
NC_014766.1_55,hypothetical protein,PC_940
NC_028092.1_52,hypothetical protein,PC_940
NC_013288.1_49,hypothetical protein,PC_940
NC_010191.2_47,hypothetical protein,PC_940
NC_037057.1_28,hypothetical protein,PC_940
NC_014765.1_42,hypothetical protein,PC_940
NC_043129.1_237,hypothetical protein,PC_941
NC_010191.2_53,hypothetical protein,PC_941
NC_013288.1_55,hypothetical protein,PC_941
NC_028093.1_50,hypothetical protein,PC_941
NC_014766.1_61,hypothetical protein,PC_941
NC_037057.1_24,hypothetical protein,PC_941
NC_028091.1_53,hypothetical protein,PC_941
NC_020852.1_219,hypothetical protein,PC_941
NC_014789.1_48,hypothetical protein,PC_941
NC_028092.1_61,hypothetical protein,PC_941
NC_014765.1_48,hypothetical protein,PC_941
NC_043129.1_248,hypothetical protein,PC_942
NC_014767.1_69,hypothetical protein,PC_942
NC_013288.1_68,hypothetical protein,PC_942
NC_010191.2_64,hypothetical protein,PC_942
NC_028092.1_74,hypothetical protein,PC_942
NC_028093.1_61,hypothetical protein,PC_942
NC_014766.1_71,hypothetical protein,PC_942
NC_037057.1_46,hypothetical protein,PC_942
NC_028091.1_63,hypothetical protein,PC_942
NC_020852.1_204,hypothetical protein,PC_942
NC_014789.1_63,hypothetical protein,PC_942
NC_043223.1_115,hypothetical protein,PC_943
NC_025412.1_302,hypothetical protein,PC_943
NC_013756.1_303,hypothetical protein,PC_943
NC_030230.1_338,hypothetical protein,PC_943
NC_029692.1_343,hypothetical protein,PC_943
NC_015326.1_311,hypothetical protein,PC_943
NC_033775.1_148,hypothetical protein,PC_943
NC_038511.1_227,hypothetical protein,PC_943
NC_031465.1_263,hypothetical protein,PC_943
NC_031465.1_262,hypothetical protein,PC_943
NC_038511.1_228,hypothetical protein,PC_943
NC_013288.1_184,hypothetical protein,PC_944
NC_028091.1_6,hypothetical protein,PC_944
NC_014766.1_10,hypothetical protein,PC_944
NC_010191.2_131,hypothetical protein,PC_944
NC_013288.1_132,hypothetical protein,PC_944
NC_028091.1_134,hypothetical protein,PC_944
NC_028092.1_135,hypothetical protein,PC_944
NC_028091.1_7,hypothetical protein,PC_944
NC_014766.1_11,hypothetical protein,PC_944
NC_013288.1_6,hypothetical protein,PC_944
NC_014765.1_136,hypothetical protein,PC_944
NC_031465.1_299,hypothetical protein,PC_945
NC_038511.1_263,hypothetical protein,PC_945
NC_013756.1_346,hypothetical protein,PC_945
NC_025412.1_341,hypothetical protein,PC_945
NC_029692.1_378,hypothetical protein,PC_945
NC_033775.1_108,hypothetical protein,PC_945
NC_015326.1_346,hypothetical protein,PC_945
NC_030230.1_390,hypothetical protein,PC_945
NC_038511.1_280,hypothetical protein,PC_945
NC_031465.1_303,hypothetical protein,PC_945
NC_031465.1_306,hypothetical protein,PC_945
NC_037057.1_148,hypothetical protein,PC_946
NC_020864.1_65,hypothetical protein,PC_946
NC_013288.1_168,hypothetical protein,PC_946
NC_014767.1_170,hypothetical protein,PC_946
NC_028092.1_170,hypothetical protein,PC_946
NC_010191.2_167,hypothetical protein,PC_946
NC_028091.1_172,hypothetical protein,PC_946
NC_020852.1_100,hypothetical protein,PC_946
NC_014789.1_162,hypothetical protein,PC_946
NC_014766.1_170,hypothetical protein,PC_946
NC_028093.1_158,hypothetical protein,PC_946
NC_036582.1_55,V-type Ig domain protein,PC_947
NC_024446.1_67,V-type Ig domain protein,PC_947
NC_024447.1_60,V-type Ig domain protein,PC_947
NC_002188.1_54,V-type Ig domain,PC_947
NC_005309.1_83,CNPV081 Ig-like domain protein,PC_947
NC_036582.1_134,V-type Ig domain protein,PC_947
NC_005309.1_166,CNPV166 Ig-like domain protein,PC_947
NC_002188.1_126,V-type Ig domain,PC_947
NC_036582.1_135,V-type Ig domain protein,PC_947
NC_005309.1_167,CNPV167 Ig-like domain protein,PC_947
NC_005309.1_81,CNPV079 Ig-like domain protein,PC_947
NC_003038.1_174,378R,PC_948
NC_021901.1_146,hypothetical protein,PC_948
NC_024451.1_77,hypothetical protein,PC_948
NC_024451.1_150,Serine/threonine protein kinase,PC_948
NC_023615.1_153,hypothetical protein,PC_948
NC_023611.1_153,hypothetical protein,PC_948
NC_023848.1_101,hypothetical protein,PC_948
NC_023613.1_164,hypothetical protein,PC_948
NC_015780.1_87,hypothetical protein,PC_948
NC_008187.1_108,hypothetical protein,PC_948
NC_011335.1_59,hypothetical protein,PC_948
NC_028091.1_212,hypothetical protein,PC_949
NC_028093.1_191,hypothetical protein,PC_949
NC_020852.1_62,hypothetical protein,PC_949
NC_010191.2_201,hypothetical protein,PC_949
NC_013288.1_201,hypothetical protein,PC_949
NC_028092.1_205,hypothetical protein,PC_949
NC_014766.1_207,hypothetical protein,PC_949
